track_id,track_artist,track_popularity,track_album_id,track_album_release_date,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,track_album_release_date_converted,track_album_release_date_year,playlist_count_per_song,duration_minutes,playlist_genre_count_per_song
7zzzmpw8l66zpjh1m6qmos,moonstar88,61,4t3ftecyv1gclhmpbhxsfb,2008-07-28,0.664,0.537,2,-6.0,1,0.029,0.217,2.88e-06,0.118,0.221,115.049,2008-07-28,2008.0,1,4.47,1
7zylobyw4qukqdyzob4j0y,father mc,36,14hymxfhpgdir9cci1u0kt,2010-10-01,0.832,0.666,1,-4.92,0,0.0633,0.143,0.0,0.072,0.81,109.536,2010-10-01,2010.0,1,3.73,1
7zye9v6b785efwefys13c2,ponderosa twins plus one,40,1xdglmtfmsyjyi5djoox7t,2013-07-09,0.458,0.54,5,-6.457,0,0.027,0.715,0.000428,0.115,0.657,142.218,2013-07-09,2013.0,1,3.19,1
7zycspvjdcqh6yt1fel2ky,nicki minaj,49,5qs8t6zhsrnllnouuk6muc,2014-12-15,0.963,0.603,2,-6.224,1,0.18,0.0673,5.93e-06,0.214,0.647,129.99,2014-12-15,2014.0,1,4.34,1
7zxzwcvuz7whiuyzyealxt,qulinez,0,1l4aoukbpgi5u2oae2r4zj,2014-03-24,0.479,0.8,10,-5.778,0,0.0878,0.00555,0.0,0.335,0.211,128.012,2014-03-24,2014.0,1,3.48,1
7zxrmhxxjmqceddg0rkavo,nav,72,4jr29cnw14zc4z5vflxkoj,2017-02-24,0.744,0.715,0,-6.103,1,0.351,0.101,0.0,0.0919,0.34,154.962,2017-02-24,2017.0,1,3.0,1
7zxlkzbuxithabpzgn8xgc,boy pablo,64,1lesm5y1vavrcleglmyfow,2018-10-05,0.425,0.504,9,-10.003,1,0.0314,0.022,3.84e-06,0.363,0.403,165.818,2018-10-05,2018.0,1,2.6,1
7zwyzs3mms4ycqkq02vnzc,gesaffelstein,43,18y6apqhkwutkzho4fc8sj,2019-10-04,0.637,0.94,2,-5.494,1,0.0502,0.126,0.865,0.187,0.0896,107.056,2019-10-04,2019.0,1,4.26,1
7zwosmqwghscfzrvo5r5nr,lalo ebratt,57,7itoc8dbpns1yu0u8dzxt2,2019-12-12,0.715,0.745,9,-6.265,0,0.187,0.192,1.13e-05,0.0807,0.802,191.985,2019-12-12,2019.0,1,3.67,1
7zu9pctnh6q4nbnrg47xz0,major lazer,0,18w3fsbqo332yxjpqvswxh,2013-05-31,0.799,0.605,7,-10.011,1,0.286,0.00845,0.0143,0.485,0.368,194.055,2013-05-31,2013.0,1,3.46,1
7ztvqp4ptrffinc7seyp8y,two can,0,6praeb09c0h8t7jckllucp,2016-11-28,0.57,0.878,9,-6.131,0,0.0955,0.146,7.78e-06,0.227,0.158,125.98,2016-11-28,2016.0,1,3.63,1
7zttdkklkj2ihaqq1dadcr,monsune,65,6wwxmhwemim9saayzcfvyl,2019-08-30,0.689,0.463,2,-8.121,0,0.0365,0.066,0.000152,0.145,0.864,86.998,2019-08-30,2019.0,1,3.77,1
7ztn8tfxyac8lbrylzjla1,enzo dong,62,1bsofq0zlhvleti66xgclj,2019-10-09,0.667,0.766,7,-5.513,0,0.0905,0.282,0.0,0.127,0.724,74.776,2019-10-09,2019.0,1,3.47,1
7ztcwz0eb6akszlb8buaqg,daddy yankee,61,3tzbjy5k2iv7tvblv3tcow,2017-03-03,0.798,0.818,6,-4.628,1,0.0801,0.113,0.00315,0.0942,0.951,176.0,2017-03-03,2017.0,1,3.94,1
7zsxy7vlhditvush8ewqss,major lazer,69,3kmo85mapq2wtacahbkksk,2016-07-22,0.608,0.798,6,-5.092,0,0.0432,0.0736,0.0,0.156,0.501,92.943,2016-07-22,2016.0,3,3.09,3
7zsxnkb1eqbd1u71ph2py8,lady bee,51,2u70zypny7pjk6p70mpfds,2014-05-23,0.667,0.891,1,-2.937,0,0.0928,0.171,0.000603,0.415,0.456,139.972,2014-05-23,2014.0,1,3.49,1
7zsnap0yvzq3aeioafyqj6,dragon  caballero,53,3btxkb6i54lcspkp385ko8,,0.803,0.776,9,-5.871,1,0.0668,0.0352,0.0,0.0979,0.829,91.997,01/01/2009,,1,3.7,1
7zsddsilks515d0tzgm64x,peter cetera,57,1o2sedklsshroeyyguqmnb,,0.656,0.347,9,-13.398,1,0.028,0.488,0.00221,0.0645,0.368,118.288,01/01/1986,,1,3.77,1
7zsbzj5aalms4yylolwdd6,major lazer,37,6efr4axlc8ctachf30uonh,2014-11-21,0.7,0.887,2,-2.133,1,0.05,0.0843,0.0,0.101,0.382,110.015,2014-11-21,2014.0,1,3.54,1
7zsai7ae6dpvepn8mkskvz,a flock of seagulls,50,48ajnqhmdkrgvwjo0ugmiv,,0.447,0.744,2,-4.613,1,0.0311,3.62e-05,0.106,0.21,0.552,139.959,01/01/1981,,1,3.78,1
7zs5zhtyddq4rteylvtxrp,sam feldt,52,2piaez1xs9ibhy5fphkfgo,2019-01-18,0.721,0.703,6,-6.093,0,0.0392,0.539,0.00016,0.142,0.539,114.019,2019-01-18,2019.0,1,3.03,1
7zrxs0mp9h3kyngex50tp4,leoniden,1,5rp6uoo3b5yuypes1sltxz,2017-02-24,0.71,0.736,5,-4.38,0,0.0347,0.107,5.98e-06,0.068,0.746,130.985,2017-02-24,2017.0,1,3.19,1
7zrpswsv1yxrill5oycuau,curtis mayfield,55,5quvlu7ncuzzjaumvhlwr4,1972-07-01,0.851,0.669,10,-9.562,1,0.0379,0.239,0.0852,0.108,0.911,126.624,1972-07-01,1972.0,1,5.01,1
7zqjvrnutln5whym65hua0,shai,22,6ijfbx6xc2dmijvzbpp36e,2011-01-01,0.708,0.602,2,-9.351,1,0.0418,0.329,0.00237,0.128,0.721,143.813,2011-01-01,2011.0,1,4.94,1
7zqhugwpwzwynt9eewpjek,daughter,40,1vilgkopjrnd8ec8mbahu4,2016-10-14,0.463,0.688,9,-8.127,1,0.0438,0.873,0.00456,0.0666,0.2,128.986,2016-10-14,2016.0,1,5.49,1
7zqe325f5bshzv7uustrh1,jase,29,2gu9rqkyovudov2jotedav,2020-01-07,0.628,0.841,4,-6.743,0,0.0403,0.0651,0.581,0.0858,0.78,128.011,2020-01-07,2020.0,1,3.27,1
7zos2hkihtl8bipkj9lzd0,simple plan,41,2anzx5jwccozdzoqefvert,2016-03-25,0.617,0.733,9,-3.76,1,0.0424,0.0276,0.0,0.0962,0.719,149.019,2016-03-25,2016.0,1,3.49,1
7zocmkp74lq7zsnn0fewpl,terine,14,0abqqlsvc7zk7zzqti7mml,2017-10-28,0.824,0.612,1,-4.4,1,0.301,0.0201,0.000352,0.0968,0.623,103.976,2017-10-28,2017.0,1,3.5,1
7zobdvhudn1yicsdchisxd,ltgtr,41,6r1wrtblelsepyewjfoeqs,2018-05-14,0.814,0.398,1,-8.919,0,0.04,0.0851,0.0111,0.138,0.248,123.993,2018-05-14,2018.0,1,2.94,1
7zoaxuyaarzx2sqkihqqqd,musiko,48,0vwgixoxnp07wjisg4aahn,2017-11-21,0.693,0.791,8,-3.847,1,0.0726,0.0369,0.0,0.0947,0.848,174.009,2017-11-21,2017.0,1,3.05,1
7zoa1nv5hduoj7fwh7x4iv,maa,43,3f3ohkl92hd3ufih37ei9i,2019-11-15,0.694,0.83,0,-5.222,1,0.0369,0.37,9.71e-06,0.194,0.808,93.377,2019-11-15,2019.0,1,4.07,1
7znm8mn8oac6fkfmluvpza,gigi dagostino,48,5mjtjqeyddtxha0qriunb8,2014-05-30,0.744,0.868,6,-6.844,0,0.0367,0.0242,0.00211,0.0753,0.851,126.99,2014-05-30,2014.0,1,4.79,1
7zlc4hay11gvvkszhnrkap,twisted sister,7,2bnyecfvte2iupzupotnos,2009-06-29,0.588,0.731,2,-8.299,1,0.0398,0.016,0.184,0.333,0.606,106.177,2009-06-29,2009.0,1,3.06,1
7zl1r4siaifowiemmxsg7i,sean c johnson,17,0tge7hdwtkqn7wplvlme3d,2012-04-03,0.552,0.745,6,-5.307,0,0.0588,0.0633,0.0,0.0752,0.904,80.023,2012-04-03,2012.0,1,3.68,1
7zkzwfo5j4ka2vbpqhfqwp,fat pat,0,2rzvfboumxkvqsr0wdhmgr,,0.735,0.652,0,-5.257,1,0.274,0.0266,0.0,0.169,0.684,168.403,01/01/2001,,1,5.44,1
7zkllx4bteeyuyzs1l7gv4,convolk,68,0kx7jtmexrzgyihsuzdy4y,2018-09-25,0.646,0.709,5,-6.005,0,0.0381,0.00925,0.000308,0.115,0.281,80.504,2018-09-25,2018.0,1,2.65,1
7zkj7swoefkpqdqjl7kk2b,nxworries,0,6fwdqav8p6rcdwgusfggnm,2016-10-21,0.656,0.814,1,-7.229,1,0.269,0.0871,0.000375,0.173,0.526,100.086,2016-10-21,2016.0,1,3.52,1
7zkhxnn6zievhwwgzziz2o,charlie who,27,0rtmyxedrerusnpahhlgyo,2019-12-06,0.63,0.886,5,-7.573,0,0.0281,0.202,2.49e-05,0.0708,0.877,123.974,2019-12-06,2019.0,1,2.77,1
7zk02qsoqlmo0ravqn0ci7,don omar,3,1qavdz9qvdbnewzajkz68v,2014-02-14,0.825,0.852,6,-6.471,0,0.0789,0.0282,0.000264,0.13,0.813,95.028,2014-02-14,2014.0,1,3.57,1
7zihnbvbvvcsleqdkdlqr4,stevie wonder,59,02nyb7jtjrjv7fwsl4cdar,1967-11-01,0.383,0.391,5,-10.386,1,0.031,0.722,0.0,0.12,0.213,99.7,1967-11-01,1967.0,1,2.85,1
7zhw8ovsa2cdrjehxi1tzh,manel navarro,54,4gzgjxcjba1crcw8z5ma5s,2019-10-25,0.566,0.397,0,-8.475,1,0.0288,0.46,0.0,0.107,0.237,146.834,2019-10-25,2019.0,1,3.26,1
7zhrhnvsqwi95fghewxdl8,kshmr,62,3baigrfkg2iywjuwlzczzq,2019-10-11,0.604,0.894,5,-4.755,1,0.113,0.0512,0.000315,0.234,0.415,127.964,2019-10-11,2019.0,2,3.41,2
7zhrclhhkdkvdswr0ckdlb,fun,42,6csgmett9h9nzcqsmd4dfq,,0.646,0.787,0,-4.654,1,0.0602,0.258,0.0,0.199,0.773,131.036,01/01/2009,,1,3.38,1
7zhdu3ekh7e9ljapifrzgv,lauren sanderson,49,2icyfg0nfpljzc6nxjzk1x,2020-01-13,0.731,0.362,2,-9.341,1,0.119,0.293,0.0,0.11,0.652,92.935,2020-01-13,2020.0,1,2.49,1
7zh4rnkkgm5vacosexbede,natalia lacunza,59,6pixewr2si4lt96r9muxl2,2019-06-13,0.474,0.308,10,-9.411,0,0.0573,0.762,0.0,0.111,0.418,93.343,2019-06-13,2019.0,1,3.12,1
7zgohkxlgchjwpdhbjhq3k,djds,46,30tc5b5aulenoeyktt9cz3,2018-05-18,0.67,0.677,1,-5.554,1,0.0664,0.0771,0.0,0.188,0.348,128.088,2018-05-18,2018.0,1,3.33,1
7zgeoy0a1f7nu0wgi4mqoy,algorythmik,43,1nxxckzkuy2yg4i2kkty42,2011-08-31,0.904,0.768,7,-4.961,1,0.237,0.141,0.0172,0.104,0.866,107.937,2011-08-31,2011.0,1,3.65,1
7zg0unl4qteyivumsnpih7,karl x johan,35,6t5ifrl12qtiwsrzygdiwi,2013-05-07,0.679,0.761,8,-7.501,1,0.0343,0.0606,0.9,0.635,0.454,117.987,2013-05-07,2013.0,1,4.75,1
7zfxmv6vqi4qot4ygf3jyz,daniel caesar,78,3xybjp7r2vswzwvdqipdm0,2017-08-25,0.658,0.294,4,-8.533,0,0.0321,0.422,5.2e-05,0.0749,0.358,74.038,2017-08-25,2017.0,2,4.64,2
7zfb1xgkumutpkzmw71f1h,heads,17,4v5cwf55xaku5iu9cmktuq,2016-12-19,0.781,0.703,4,-6.542,0,0.0414,0.0416,0.236,0.167,0.152,112.037,2016-12-19,2016.0,1,4.04,1
7zdoyash8iygr1cqv3m8dy,mcclenney,5,7chix0eua9xs2ry2sfi5pv,2019-02-19,0.697,0.251,1,-13.628,0,0.039,0.572,0.00394,0.122,0.555,72.95,2019-02-19,2019.0,1,3.12,1
7zcrkhn2u32tuqxduilemt,malow mac,12,6nfixfl6j0cfjdrirnqcax,2013-11-19,0.829,0.949,11,-1.236,0,0.276,0.249,0.0,0.278,0.627,103.003,2013-11-19,2013.0,1,3.05,1
7zbqrgpyimadizc97fnj3v,juicy j,66,1wj0lo5pnmzdtrwr2c7qq8,2014-07-22,0.596,0.815,6,-5.668,0,0.0755,0.0111,0.0,0.174,0.459,165.015,2014-07-22,2014.0,1,3.44,1
7zbn162i52skthfl6knycp,tisto,0,78whot3zopwwcxpx6qp95b,2013-05-28,0.602,0.796,9,-5.644,0,0.0344,0.00123,0.00145,0.606,0.408,128.02,2013-05-28,2013.0,1,6.02,1
7zbkfhiwejdpxiimu8xpvw,leisure,2,1szzxx9j7mdynkvwadcr4i,2016-10-21,0.763,0.355,2,-8.826,1,0.0518,0.162,0.00552,0.092,0.867,70.007,2016-10-21,2016.0,2,3.92,2
7zbiminjcxacbmbyxwaepo,zero theorem,22,0hyvo1j5kmeyy53honhofi,2018-05-04,0.429,0.976,6,-2.707,0,0.179,0.00227,0.0,0.272,0.436,177.99,2018-05-04,2018.0,1,3.23,1
7z9ze7s4jm9q8guqgqvsht,capital bra,49,7a5eo9wtf8ngftj9cflctk,2017-02-03,0.559,0.845,2,-4.956,1,0.584,0.0647,0.0,0.0561,0.455,185.147,2017-02-03,2017.0,1,3.1,1
7z85sqa3jrnebhk8sdtcrg,elton john,3,6t9u7scky8yde6v1qmxpoj,1990-01-01,0.625,0.665,4,-11.681,0,0.0375,0.0786,1.37e-05,0.047,0.97,150.275,1990-01-01,1990.0,1,3.92,1
7z72bglse21horfwo8hg4d,wingtip,3,37oqtaulrrqwirt2dnplb6,2016-09-20,0.66,0.625,8,-7.123,0,0.0689,0.114,0.000233,0.172,0.283,100.025,2016-09-20,2016.0,1,3.29,1
7z3n2w7xz1t2g2sao8wfvh,usher,66,1rm6mgv6bcl6nrag8pgozk,2004-03-23,0.796,0.477,1,-7.161,1,0.108,0.314,0.0,0.12,0.685,119.928,2004-03-23,2004.0,1,3.87,1
7z38bidebrvgagjxe2secm,paula abdul,51,7zdurjgs6v79qmnuhkgozu,1988-01-01,0.783,0.842,1,-8.838,1,0.054,0.0337,2.57e-06,0.0519,0.933,117.79,1988-01-01,1988.0,1,4.42,1
7yzbimr8wvyatbx3eg6ul9,leonard cohen,66,6i58qjmqzhhb8jtnt3cujb,1984-12-11,0.28,0.344,0,-12.577,1,0.0293,0.715,0.00642,0.133,0.232,171.143,1984-12-11,1984.0,1,4.62,1
7yz7xxhag4chgrsemvixio,kshmr,5,2s6a9wbgvftmm8cnanb6iv,2016-04-08,0.594,0.834,4,-3.398,0,0.0963,0.0998,0.0,0.149,0.473,127.935,2016-04-08,2016.0,1,3.16,1
7yyldn4ysgzcdo4cd62qiz,dj electrocimatic,17,28fia1bhvxzxuamfxud5cn,2019-03-10,0.739,0.784,1,-8.296,1,0.0674,0.012,0.818,0.223,0.795,126.973,2019-03-10,2019.0,1,2.58,1
7yyegdhi4lwcppmyroor4o,paky,69,2kvvloketjlgtnl2yr0osv,2019-11-20,0.835,0.606,2,-8.139,1,0.141,0.163,0.0,0.097,0.346,129.932,2019-11-20,2019.0,1,3.26,1
7yxwmntrxbxevdimf2qrqi,don omar,43,6mgdfbderyijsmsewvccwm,2010-01-01,0.735,0.787,10,-6.299,0,0.0366,0.00113,1.21e-06,0.242,0.394,98.009,2010-01-01,2010.0,1,4.14,1
7yxibbayi4to5oqteo738f,ashlee simpson,54,0w11huk0he4wz95bvp6vni,2004-01-01,0.532,0.807,2,-4.301,1,0.057,0.0584,0.0,0.114,0.759,87.183,2004-01-01,2004.0,1,3.62,1
7yws3pf3ffguwt2psi6c15,jay sean,67,3v0aewgjprdppzgt1ts2s0,2009-01-01,0.855,0.668,11,-4.892,1,0.0644,0.0242,0.0,0.102,0.803,125.846,2009-01-01,2009.0,1,3.51,1
7yvts8trsymtnnisa0nt73,auxxk,19,0hevjdbt9nyxcqmqswgdkl,2016-10-07,0.471,0.618,10,-9.965,0,0.108,0.0219,0.00664,0.16,0.0392,110.337,2016-10-07,2016.0,1,2.09,1
7yt71ne6bb9vzdyz78iitu,ruann,45,73kubzi9iboxm2pqpjptr0,2019-07-31,0.671,0.752,1,-4.049,0,0.0615,0.0281,0.0,0.101,0.635,130.02,2019-07-31,2019.0,1,3.51,1
7ysbflwdcwl1em0zncjz38,mariah carey,68,1ibym4abqtsvqfqwvdso4j,1995-09-26,0.569,0.495,1,-8.964,1,0.03,0.353,0.0,0.0839,0.302,128.228,1995-09-26,1995.0,1,4.68,1
7yqzwycbasgyndvwqtlzol,mel waiters,29,3cuyqauekysqzu9uu0objx,2012-02-01,0.8,0.895,0,-3.56,1,0.0638,0.161,0.0,0.293,0.92,99.012,2012-02-01,2012.0,1,3.88,1
7yqudwalzzvpia94r0mlry,watermt,40,10rhnrvhkkt1uujmlvectr,2019-02-11,0.65,0.855,6,-4.007,1,0.0673,0.00614,0.775,0.0351,0.679,123.986,2019-02-11,2019.0,1,3.03,1
7yqu5hodqu91zj8ahuaux1,whitney houston,2,1wvec2yy7korqyebhrj1zy,1987-06-02,0.709,0.824,1,-8.824,1,0.0453,0.207,0.000307,0.0888,0.867,118.814,1987-06-02,1987.0,1,4.85,1
7yqidl1a0pz68svdcne0vg,the dead daisies,38,38njzmwupazkjxgmouefhu,2019-10-04,0.569,0.833,9,-6.404,1,0.0498,0.00197,0.016,0.192,0.604,121.992,2019-10-04,2019.0,1,3.65,1
7yov1yiswpujffqm6blots,seeb,60,3znq4jv4bwxdibnjzemchi,2019-03-01,0.53,0.444,0,-9.779,0,0.0338,0.669,0.0,0.142,0.165,122.917,2019-03-01,2019.0,1,3.89,1
7ymyqhqzye8vtyihqdvlzw,sharon van etten,65,2dvxk4nacvrmdsnbkniwrs,2019-01-18,0.538,0.77,5,-7.376,1,0.0487,0.0158,0.214,0.0686,0.238,127.103,2019-01-18,2019.0,1,4.43,1
7ymix7n9sbvadzox8t5jzt,gorillaz,68,0yvymlbffwyxgi4u9kkgum,,0.663,0.694,10,-8.627,0,0.172,0.0249,0.0,0.0698,0.524,167.964,01/01/2001,,1,5.68,1
7ymhyrmqgv6msd6skfhpef,jidenna,44,5dbsertpvdp0kfhg25ahif,2017-02-03,0.735,0.801,1,-4.738,0,0.195,0.154,0.0,0.0941,0.561,156.998,2017-02-03,2017.0,1,3.93,1
7ylkmi5exdkg5myo7duh2p,sofia reyes,67,0igphmdlq1p3bzetqmk3qb,2019-10-11,0.728,0.767,5,-3.806,0,0.0871,0.0253,0.0,0.171,0.565,176.148,2019-10-11,2019.0,2,2.91,2
7yle4ek9gfiin6lqsajcl9,why mona,52,75ccvqgjoc6npypqlemuex,2019-12-13,0.798,0.664,8,-4.321,0,0.03,0.46,7.37e-06,0.157,0.314,110.025,2019-12-13,2019.0,2,3.35,3
7yktrgiyotpgyzcajeeghk,myron  e,0,0q9fzvglyd1dqhiwmw3msr,2013-07-01,0.672,0.563,7,-7.409,0,0.0349,0.0264,0.184,0.101,0.819,146.413,2013-07-01,2013.0,1,4.49,1
7yksbys2p8paaden7pssnh,yung buda,51,6kcgp0bnufb5ulubweuve8,2019-12-06,0.478,0.655,3,-10.19,0,0.142,0.715,0.0188,0.11,0.0962,129.985,2019-12-06,2019.0,1,3.98,1
7ykmo4py7nvrgf2vuhbkzr,rl grime,55,17oibz59prpgunu0uuenqz,2018-03-16,0.432,0.85,10,-4.417,1,0.0771,0.501,6.59e-06,0.203,0.109,82.607,2018-03-16,2018.0,1,3.45,1
7yklzhcvqv4mwhawv89heo,crew cardinal,39,7auv7o5h4h5oogquw7hkjk,2013-11-29,0.774,0.79,6,-3.973,1,0.0707,0.0115,0.0166,0.158,0.188,127.933,2013-11-29,2013.0,1,3.03,1
7ykaugkdqwjlsmuoymtv2a,george harrison,59,4i4xthaifozhzfp1nihky6,1970-11-27,0.607,0.755,7,-6.886,1,0.0317,0.219,0.00399,0.082,0.867,116.119,1970-11-27,1970.0,1,3.51,1
7yk4drig89vsf0bwatqzzy,aka aka,36,0dxmxclnugqhm5rfulsoca,2019-05-17,0.79,0.607,6,-8.434,1,0.0586,0.0198,0.876,0.0856,0.0841,123.995,2019-05-17,2019.0,1,5.84,1
7yjj4umz3dgelu3liu5tn3,cartel de santa,46,01ujjt3aregqk8jzmdpb5x,2004-07-28,0.864,0.744,2,-7.185,1,0.121,0.0225,0.385,0.164,0.269,94.98,2004-07-28,2004.0,1,3.53,1
7yjg49vttdlq773mvdzbej,orgnico,51,0t1qjgyhsvavazfp9ovnbp,2019-12-17,0.782,0.724,9,-4.904,0,0.158,0.145,0.0,0.325,0.805,127.985,2019-12-17,2019.0,1,4.27,1
7yj6i3tafhbvxblgejrvfw,prep,59,0kfmoqtmdbgek19gge4a2z,2016-01-01,0.676,0.654,5,-5.229,0,0.0373,0.292,1.08e-05,0.137,0.563,80.003,2016-01-01,2016.0,1,4.47,1
7yi70yt2ubu5fpnluupkc6,guns n roses,2,4a92b7gxzwkjopxs6gwgqb,2004-01-01,0.292,0.661,11,-7.478,1,0.0373,0.00316,0.00355,0.0891,0.26,124.729,2004-01-01,2004.0,1,4.73,1
7ygrdiowwm4gtnf8pz6kxw,house of pain,40,2z37unaziti7ydef0ije0v,1992-07-21,0.827,0.676,7,-9.735,1,0.262,0.0257,4.8e-06,0.079,0.792,97.835,1992-07-21,1992.0,1,3.04,1
7yfwli1abfyiaimtpfuix2,winner,0,4qns8mbelilxuanvahrytz,2014-08-11,0.876,0.766,11,-6.324,1,0.186,0.0298,0.0004,0.0864,0.771,104.998,2014-08-11,2014.0,1,2.88,1
7yfvmovrrstigknpz45taj,dennis dj,65,1hqnmor7tss0fydocsm9fj,2019-08-16,0.856,0.824,2,-4.504,1,0.293,0.225,0.00113,0.0748,0.677,149.836,2019-08-16,2019.0,1,2.29,1
7yfi8b8opxjnrh4vznokz9,jonas brothers,76,1uf67jatkvwfdydzffqnf2,2019-06-07,0.683,0.598,0,-5.487,1,0.0423,0.00873,0.0,0.156,0.62,78.969,2019-06-07,2019.0,1,2.79,1
7yem9hyrsw9r3pjb5w0gxb,david guetta,63,1y8yeypcaqjb0dwn9kwulb,2019-10-03,0.775,0.941,0,-3.016,1,0.182,0.00106,0.0174,0.0781,0.362,127.997,2019-10-03,2019.0,1,3.57,1
7yebvgoap8l5wkyh59dpxh,sebastien,39,2jyl6pyid4m1mglp5etvo4,2016-12-09,0.657,0.882,5,-5.202,1,0.126,0.152,0.0,0.241,0.286,119.917,2016-12-09,2016.0,1,3.1,1
7ydzsqzhwi8djs4baqowbt,charles brown,0,2lbwrrkas3jzihcrkveibz,1963-12-14,0.342,0.239,10,-15.682,1,0.0394,0.853,2.94e-05,0.0691,0.494,200.639,1963-12-14,1963.0,1,4.0,1
7ydmmrgs1qyf0dsjpq0cze,good times ahead,25,7d7gtosuwjopdnpndqhckd,2016-10-07,0.715,0.859,5,-5.248,0,0.293,0.217,2.09e-05,0.13,0.592,115.995,2016-10-07,2016.0,1,4.01,1
7ycyhsu75mydbeqrlhly51,sasha sloan,68,5bhqzymbrdjtlui0hqdrg0,2019-09-20,0.753,0.41,0,-10.636,0,0.132,0.816,0.00217,0.104,0.231,93.001,2019-09-20,2019.0,1,3.44,1
7ycwlep1gsnjvvcjawxz3z,aap rocky,82,3matddrphmqcmuocozzjda,2018-05-25,0.85,0.569,5,-8.152,0,0.136,0.0609,0.0816,0.1,0.294,80.02,2018-05-25,2018.0,5,3.42,5
7ycu5bxfn2fizjxjypfdrm,baby huey  the baby sitters,50,2ltfjzps0xfqe3cbgzf92t,,0.662,0.909,9,-5.817,0,0.057,0.372,5.78e-05,0.0841,0.714,91.453,01/01/1971,,1,3.39,1
7ycpwws66k8ba5lfuu2bcx,blink182,21,5qt11cwjss5gbqj2wyfu38,1999-01-01,0.439,0.891,0,-4.764,1,0.057,0.0122,0.0,0.547,0.695,148.599,1999-01-01,1999.0,1,2.8,1
7ycmsrlzes2tddca6hkqy5,anne clark,33,4gzgcalpfaytmmwvtyadrh,2010-01-01,0.781,0.909,11,-8.987,1,0.113,0.296,0.492,0.139,0.913,129.912,2010-01-01,2010.0,1,5.36,1
7yamjedkidcgc35lrp6eyu,felix cartal,58,3d4dnundcascgr0vryuib9,2019-05-03,0.651,0.806,8,-3.458,1,0.0532,0.0235,0.256,0.104,0.21,121.054,2019-05-03,2019.0,1,3.7,1
7y9yjprtzajyzvpxhrjwgz,eazye,64,2glphgd3wxbnnttsdoor2e,1988-09-13,0.935,0.805,7,-4.782,1,0.225,0.0143,1.53e-06,0.298,0.624,105.641,1988-09-13,1988.0,1,3.91,1
7y9ime8sob6z3nohe2ofxl,halsey,77,7gjg91tyhqngehzkjaqoi0,2017-06-02,0.675,0.751,0,-3.539,1,0.0296,0.0604,0.0,0.0893,0.612,118.384,2017-06-02,2017.0,1,3.02,1
7y8avfdkqt6qirgnivvs0m,,48,3yweru9rvkepcqe50fqogm,,0.702,0.851,10,-5.747,0,0.0407,0.00255,5.94e-05,0.322,0.87,117.004,01/01/2013,,1,4.06,1
7y7fpt0tbv7iw4nljripg4,galantis,58,3eiktxxdzstzbucnljcsu5,2018-12-21,0.741,0.689,4,-4.946,1,0.0447,0.0305,0.0,0.112,0.655,110.06,2018-12-21,2018.0,2,2.58,2
7y6c07pgjzvthi9kumvqk1,drake,69,1lxy618hwkwykjwbryr4mk,2017-03-18,0.781,0.721,5,-9.133,0,0.0514,0.0945,0.391,0.104,0.849,123.011,2017-03-18,2017.0,1,4.17,1
7y5zxptn4j7k0pngqya655,wutang clan,58,3tqd5mwbtvyxcoeo4htgav,1993-11-09,0.914,0.394,8,-10.239,0,0.365,0.189,0.000168,0.0982,0.427,91.504,1993-11-09,1993.0,1,4.3,1
7y5tbbpugoxsbzk0zxnxdn,caverinha,35,2pp7zkybzs9wc77oilibt1,2019-09-20,0.949,0.492,1,-7.369,1,0.109,0.0357,0.0,0.0806,0.18,104.942,2019-09-20,2019.0,1,2.48,1
7y4hse34qteefjtfnbkvyf,belanova,25,35o4glvm6f2fa7urjydzk5,2010-01-01,0.554,0.926,2,-6.517,1,0.0459,0.206,0.0239,0.178,0.392,127.058,2010-01-01,2010.0,1,3.57,1
7y3uqmsaib03d3gk3ir9it,zach farache,51,1yqdu6opuaoke19l2icwja,2017-10-19,0.825,0.596,9,-8.149,1,0.396,0.708,0.333,0.0837,0.117,136.96,2017-10-19,2017.0,1,2.04,1
7y3rc6oy3au1xgjdxt7akn,bruce springsteen,1,1c72xkldkh9tmbpmxy11a9,2009-06-01,0.568,0.885,9,-10.485,1,0.0311,0.15,0.0,0.0502,0.975,117.447,2009-06-01,2009.0,1,4.32,1
7y3q0izj5weq86cltu71u1,don omar,0,4dqbvmr1j7b4dwll863ene,2006-01-01,0.801,0.716,7,-8.398,0,0.0541,0.285,1e-05,0.18,0.771,94.005,2006-01-01,2006.0,1,4.2,1
7y1rceyde960067hevlpjj,rapsody,28,2rpmzvo7tijsmaxxfj33k2,2016-11-17,0.523,0.885,0,-5.933,1,0.375,0.0239,0.0,0.102,0.723,82.29,2016-11-17,2016.0,1,2.92,1
7y11mfzywqqccczliulig8,kura,25,6o46w0od6bes4eiky5z7fp,2017-06-26,0.656,0.948,1,-3.922,1,0.0454,5.16e-05,0.741,0.406,0.253,127.982,2017-06-26,2017.0,1,2.81,1
7xzil9hrmhgsqgqeq7dpxw,luke coulson,36,5inckaoasjy7hfehypzslq,2019-12-20,0.697,0.368,11,-12.705,0,0.0425,0.316,0.00395,0.102,0.169,121.994,2019-12-20,2019.0,1,4.8,1
